gene	chr	strand	Num_TSS	Num_TES	TSS_pos	TES_pos
UBAP2L	chr1	+	1	1	154220958	154263501
UBB	chr17	+	4	1	16381095	16382739
UBC	chr12	-	1	1	124914651	124911648
UBE2A	chrX	+	1	1	119574564	119583363
UBE2B	chr5	+	1	2	134371569	134390458
UBE2C	chr20	+	2	1	45812644	45816949
UBE2D1	chr10	+	2	1	58334961	58369594
UBE2D2	chr5	+	2	2	139561373	139626848
UBE2D3	chr4	-	8	5	102827533	102796592
UBE2E2	chr3	+	1	1	23203102	23590579
UBE2E3	chr2	+	2	1	180980929	181063417
UBE2F	chr2	+	1	3	237967026	238041546
UBE2F-SCLY	chr2	+	2	6	237967026	238041546
UBE2G1	chr17	-	1	2	4366643	4269261
UBE2G2	chr21	-	2	1	44801802	44769046
UBE2I	chr16	+	1	2	1309660	1325347
UBE2J2	chr1	-	1	1	1273833	1254904
UBE2K	chr4	+	1	2	39698169	39778573
UBE2L3	chr22	+	1	3	21567733	21622938
UBE2L6	chr11	-	2	1	57567670	57551666
UBE2N	chr12	-	1	2	93441947	93409359
UBE2T	chr1	-	1	1	202341936	202331660
UBE2V1	chr20	-	1	3	50113146	50081368
UBE2V2	chr8	+	1	2	48008431	48061568
UBE3A	chr15	-	1	1	25439015	25339114
UBIAD1	chr1	+	1	1	11273226	11286281
UBL5	chr19	+	1	1	9827918	9830113
UBL7	chr15	-	2	1	74461136	74445979
UBLCP1	chr5	+	1	1	159263309	159285393
UBQLN1	chr9	-	1	1	83707972	83660877
UBXN1	chr11	-	1	1	62679073	62676501
UBXN4	chr2	+	3	1	135741855	135761907
UCHL1	chr4	+	1	1	41256928	41268426
UCHL3	chr13	+	1	1	75549791	75605928
UCK1	chr9	-	1	1	131531211	131523804
UCP2	chr11	-	1	1	73982843	73974672
UFC1	chr1	+	1	1	161153985	161158855
UFD1	chr22	-	2	2	19479185	19450622
UFM1	chr13	+	2	1	38349859	38360839
UFSP2	chr4	-	1	1	185425914	185400316
UGDH	chr4	-	1	1	39527439	39499324
UGP2	chr2	+	3	3	63841896	63891558
UMPS	chr3	+	1	1	124730453	124744290
UNC119	chr17	-	1	1	28552626	28546710
UNC45A	chr15	+	1	1	90935285	90954092
UNC50	chr2	+	1	1	98608629	98618512
UNG	chr12	+	2	1	109097594	109110990
UPF3B	chrX	-	2	1	119852963	119841737
UPP1	chr7	+	1	1	48089225	48108415
UQCC1	chr20	-	1	1	35411973	35302581
UQCC2	chr6	-	1	1	33711696	33697569
UQCC3	chr11	+	1	1	62671673	62672376
UQCR10	chr22	+	1	2	29767384	29769941
UQCR11	chr19	-	1	4	1605434	1598049
UQCRB	chr8	-	1	2	96235539	96230935
UQCRC1	chr3	-	1	1	48609646	48599004
UQCRC2	chr16	+	1	2	21953368	21983350
UQCRFS1	chr19	-	2	2	29213133	29207269
UQCRH	chr1	+	2	1	46303698	46316773
UQCRQ	chr5	+	1	1	132866651	132867686
URGCP-MRPS24	chr7	-	1	1	43869517	43866560
URM1	chr9	+	1	1	128371372	128390733
UROD	chr1	+	2	1	45012255	45015573
UROS	chr10	-	2	1	125823214	125788588
USB1	chr16	+	1	1	58001416	58021616
USO1	chr4	+	2	2	75724584	75797560
USP10	chr16	+	1	1	84700004	84779917
USP11	chrX	+	1	2	47233024	47248327
USP39	chr2	+	1	1	85616177	85649282
USP44	chr12	-	3	1	95551462	95516564
USP5	chr12	+	1	1	6852150	6866628
UTP11	chr1	+	2	1	38012734	38023801
UTP14A	chrX	+	1	1	129906187	129929750
UTP18	chr17	+	1	1	51260553	51297929
UTP4	chr16	+	1	1	69132630	69169020
UTP6	chr17	-	3	1	31901681	31863174
UXS1	chr2	-	1	2	106194299	106093312
UXT	chrX	-	2	1	47659137	47651801
VAMP3	chr1	+	1	2	7781120	7781431
VAMP8	chr2	+	1	1	85577586	85582029
VAPA	chr18	+	3	3	9914029	9954823
VASP	chr19	+	1	1	45507479	45526986
VAT1	chr17	-	1	1	43022380	43014607
VAT1L	chr16	+	2	1	77788586	77980098
VBP1	chrX	+	1	1	155216474	155239809
VCL	chr10	+	2	1	73998116	74120154
VCP	chr9	-	2	3	35072625	35056564
VDAC1	chr5	-	1	3	134004723	133971918
VDAC2	chr10	+	1	2	75210829	75231275
VDAC3	chr8	+	1	1	42391880	42405893
VIM	chr10	+	1	2	17229278	17237591
VKORC1	chr16	-	2	1	31094783	31090857
VMA21	chrX	+	1	2	151397215	151409363
VMP1	chr17	+	1	1	59707676	59840589
VOPP1	chr7	-	1	1	55572460	55470614
VPS25	chr17	+	1	1	42773449	42779598
VPS26A	chr10	+	1	1	69124214	69172858
VPS28	chr8	-	1	1	144428513	144423617
VPS29	chr12	-	2	3	110502111	110491929
VPS33A	chr12	-	1	1	122266436	122231550
VPS35	chr16	-	2	2	46689192	46660215
VPS41	chr7	-	1	1	38909191	38725554
VPS4A	chr16	+	1	1	69311374	69325041
VPS51	chr11	+	1	1	65096232	65111708
VPS72	chr1	-	1	1	151190167	151176463
VRK1	chr14	+	1	2	96797387	96881608
VRTN	chr14	+	1	3	74348507	74360007
VSNL1	chr2	+	3	5	17540706	17656436
VTA1	chr6	+	1	1	142147263	142219600
VTI1B	chr14	-	1	1	67674613	67651154
VTRNA1-3	chr5	+	1	1	140726158	140726271
VWA1	chr1	+	1	1	1435700	1440765
WARS	chr14	-	1	2	100376311	100333792
WASF2	chr1	-	1	2	27490167	27415985
WASHC3	chr12	-	2	1	102061983	102012943
WBP1	chr2	+	1	1	74458478	74460883
WBP11	chr12	-	1	1	14803476	14786480
WDR1	chr4	-	3	3	10116853	10075156
WDR12	chr2	-	1	1	202911646	202880609
WDR18	chr19	+	1	1	984345	994557
WDR34	chr9	-	1	1	128656675	128633663
WDR4	chr21	-	1	1	42879526	42843097
WDR43	chr2	+	1	1	28894690	28948218
WDR45	chrX	-	1	2	49079883	49071163
WDR46	chr6	-	1	1	33289220	33279109
WDR5	chr9	+	1	3	134136122	134158683
WDR54	chr2	+	1	1	74421730	74425754
WDR6	chr3	+	1	2	49007422	49015951
WDR61	chr15	-	1	1	78299609	78283238
WDR74	chr11	-	2	1	62839580	62832912
WDR77	chr1	-	2	3	111449256	111440276
WDR83OS	chr19	-	1	1	12669411	12668073
WFDC2	chr20	+	2	1	45469755	45481531
WRB	chr21	+	1	2	39380332	39397690
WRB-SH3BGR	chr21	+	3	2	39380332	39397690
XBP1	chr22	-	2	1	28800537	28794561
XPC	chr3	-	1	1	14178601	14145151
XPNPEP3	chr22	+	1	1	40857148	40862760
XRCC1	chr19	-	1	1	43575492	43543312
XRCC5	chr2	+	1	5	216109351	216205421
XRCC6	chr22	+	2	1	41621306	41664038
XRN2	chr20	+	2	2	21303331	21389825
YAE1	chr7	+	1	1	39566410	39572878
YARS	chr1	-	1	1	32817330	32775244
YARS2	chr12	-	1	1	32755886	32747026
YBX1	chr1	+	4	2	42682427	42701991
YBX3	chr12	-	2	2	10722922	10699090
YDJC	chr22	-	1	1	21630014	21628094
YEATS4	chr12	+	1	1	69359743	69390795
YIF1A	chr11	-	1	1	66289135	66284583
YIF1B	chr19	-	2	1	38315780	38305115
YIPF3	chr6	-	1	1	43516921	43511834
YJU2	chr19	+	1	1	4247080	4269086
YME1L1	chr10	-	2	1	27154374	27111739
YTHDC1	chr4	-	3	1	68350057	68313322
YTHDF2	chr1	+	2	2	28736951	28769121
YWHAB	chr20	+	2	3	44885717	44907451
YWHAE	chr17	-	1	3	1400222	1344542
YWHAG	chr7	-	1	1	76358989	76326800
YWHAH	chr22	+	1	2	31944535	31957597
YWHAQ	chr2	-	3	5	9630971	9584638
YWHAZ	chr8	-	3	3	100952044	100919701
YY1	chr14	+	1	3	100239144	100277749
Z82190.2	chr22	+	1	2	31944535	31957597
Z83844.1	chr22	+	2	1	37686390	37693471
Z94721.2	chr6	+	1	1	166999397	167040315
ZBTB8OS	chr1	-	2	1	32650535	32621835
ZC3H13	chr13	-	1	2	46052728	45969681
ZC3H15	chr2	+	2	2	186486303	186502561
ZC3HC1	chr7	-	1	1	130051374	130018293
ZCCHC10	chr5	-	1	1	133026549	133019039
ZCCHC17	chr1	+	1	2	31297033	31364931
ZCRB1	chr12	-	2	1	42326094	42313886
ZDHHC12	chr9	-	1	1	128724128	128720882
ZDHHC16	chr10	+	1	1	97446177	97457369
ZDHHC4	chr7	+	1	1	6577465	6588974
ZDHHC6	chr10	-	2	1	112446913	112430302
ZFAND1	chr8	-	1	1	81721295	81701723
ZFAND5	chr9	-	2	1	72365214	72354461
ZFAND6	chr15	+	2	1	80059690	80138377
ZFAS1	chr20	+	2	1	49278642	49289254
ZFP36L1	chr14	-	1	2	68793067	68788628
ZFP42	chr4	+	1	1	187995771	188005045
ZFR2	chr19	-	1	1	3869038	3851810
ZFYVE21	chr14	+	1	1	103715823	103733661
ZMPSTE24	chr1	+	1	1	40258246	40294173
ZNF121	chr19	-	1	1	9584501	9560331
ZNF134	chr19	+	1	2	57614256	57623353
ZNF195	chr11	-	1	1	3379139	3358386
ZNF205	chr16	+	1	1	3112586	3120513
ZNF207	chr17	+	1	3	32350157	32370336
ZNF232	chr17	-	1	1	5111859	5105740
ZNF239	chr10	-	1	1	43574585	43556349
ZNF286A	chr17	+	1	1	15699752	15720782
ZNF318	chr6	-	1	2	43308823	43305473
ZNF326	chr1	+	1	1	89995110	90028221
ZNF330	chr4	+	2	1	141220930	141234480
ZNF433-AS1	chr19	+	1	1	11987644	12003809
ZNF511	chr10	+	2	1	133308941	133313158
ZNF511-PRAP1	chr10	+	2	1	133308941	133313158
ZNF512	chr2	+	1	1	27583043	27623091
ZNF544	chr19	+	1	2	58228914	58263640
ZNF581	chr19	+	1	2	55643649	55645622
ZNF589	chr3	+	1	1	48241104	48270985
ZNF593	chr1	+	1	1	26169927	26170869
ZNF622	chr5	-	1	2	16465800	16451522
ZNF638	chr2	+	1	1	71331791	71417907
ZNF691	chr1	+	1	1	42846618	42852471
ZNF706	chr8	-	1	1	101205627	101198934
ZNF738	chr19	+	1	1	21359000	21379300
ZNF770	chr15	-	2	2	34988287	34978974
ZNF880	chr19	+	1	1	52369934	52380337
ZNF93	chr19	+	1	1	19900946	19935573
ZNHIT1	chr7	+	1	1	101218165	101224188
ZNHIT3	chr17	+	1	2	36486692	36495754
ZNRD1	chr6	+	2	1	30061306	30064897
ZPR1	chr11	-	1	1	116788003	116778561
ZRANB2	chr1	-	1	2	71081029	71065087
ZSCAN10	chr16	-	3	1	3099295	3088894
ZSCAN2	chr15	+	1	2	84601050	84616609
ZSWIM7	chr17	-	2	1	15999651	15977733
ZWILCH	chr15	+	1	1	66505326	66549482
ZWINT	chr10	-	1	2	56361259	56357448
ZYX	chr7	+	1	1	143381347	143391107
